test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Linear equations in one variable,Medium,"The formula for final velocity is $v = v_0 + at$, where $v_0$ is the initial velocity, $a$ is acceleration, and $t$ is time. Which of the following expresses the acceleration $a$ in terms of the other variables?",$a = v - v_0 - t$,$a = \frac{v}{t} - v_0$,$a = \frac{v - v_0}{t}$,$a = (v-v_0)t$,C,,We are given the physics formula $v = v_0 + at$ and asked to solve for the variable $a$.,"The goal is to isolate the term containing $a$, which is $at$.","To do this, subtract $v_0$ from both sides of the equation: $v - v_0 = at$.","Now, the variable $a$ is being multiplied by $t$. To isolate $a$, we must perform the inverse operation, which is division.",Divide both sides of the equation by $t$: $\frac{v - v_0}{t} = \frac{at}{t}$.,"The $t$ on the right side cancels out, leaving $a = \frac{v - v_0}{t}$."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{z}{5} + \frac{z}{2} = 14$, what is the value of $z$?",7,10,14,20,D,,"The equation given is $\frac{z}{5} + \frac{z}{2} = 14$. To solve for $z$, we can first eliminate the fractions.","Find the least common denominator (LCD) of the fractions, which have denominators of 5 and 2. The LCD is 10.","Multiply every term in the equation by the LCD, 10: $10 \times (\frac{z}{5}) + 10 \times (\frac{z}{2}) = 10 \times 14$.","Simplify the equation: $\frac{10z}{5} + \frac{10z}{2} = 140$, which becomes $2z + 5z = 140$.",Combine the like terms on the left side: $7z = 140$.,Divide both sides by 7 to find the value of $z$: $z = \frac{140}{7} = 20$.
Math,Algebra,Linear equations in one variable,Medium,"Two cars are traveling towards each other from towns that are 285 miles apart. Car A is traveling at 50 miles per hour, and Car B is traveling at 45 miles per hour. How many hours will it take for the two cars to meet?",2.5,3,3.5,4,B,,"When two objects move towards each other, their relative speed is the sum of their individual speeds. This is the rate at which the distance between them is decreasing.",The speed of Car A is 50 mph. The speed of Car B is 45 mph. Their combined speed is $50 + 45 = 95$ mph.,The total distance to be covered is 285 miles.,"The relationship between distance, rate (speed), and time is Distance = Rate $\times$ Time, or $d = rt$. We want to find the time, $t$.","Rearranging the formula gives Time = Distance / Rate, so $t = \frac{d}{r}$.",Substitute the values: $t = \frac{285}{95}$. Performing the division gives $t = 3$. It will take 3 hours for the cars to meet.
Math,Algebra,Linear equations in one variable,Medium,"If $x$ is the solution to the equation $3(x+4) = 2(x+7)+x$, which of the following statements is true?",$x=1$,$x=2$,The equation has no solution.,The equation has infinitely many solutions.,C,,"First, simplify both sides of the equation $3(x+4) = 2(x+7)+x$.",Distribute the 3 on the left side: $3x + 12$.,Distribute the 2 on the right side: $2x + 14 + x$.,Combine like terms on the right side: $(2x+x) + 14 = 3x + 14$.,The simplified equation is $3x + 12 = 3x + 14$.,"Subtract $3x$ from both sides, which gives $12 = 14$. This is a false statement. When solving an equation leads to a false statement, it means there is no value of $x$ that can make the original equation true. Therefore, the equation has no solution."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{x}{a} - b = c$, which of the following is an expression for $x$ in terms of $a$, $b$, and $c$?",$a(b+c)$,$ac + b$,$\frac{c+b}{a}$,$a(c-b)$,A,,The given equation is $\frac{x}{a} - b = c$. The goal is to isolate $x$.,"First, we should isolate the term containing $x$, which is $\frac{x}{a}$.",Add $b$ to both sides of the equation: $\frac{x}{a} = c + b$.,"Now, $x$ is being divided by $a$. To isolate $x$, we need to perform the inverse operation, which is multiplication.",Multiply both sides of the equation by $a$: $a \times (\frac{x}{a}) = a \times (c + b)$.,"The $a$ on the left side cancels out, leaving $x = a(c+b)$, which is equivalent to $x = a(b+c)$."
Math,Algebra,Linear equations in one variable,Medium,Two plumbing companies offer different pricing. Company A charges a $\$75$ service fee plus $\$50$ per hour. Company B charges a $\$100$ service fee plus $\$45$ per hour. For how many hours of work is the total cost from both companies the same?,,,,,5,5,Let $h$ be the number of hours of work.,Write an expression for the total cost for Company A: $C_A = 75 + 50h$.,Write an expression for the total cost for Company B: $C_B = 100 + 45h$.,"To find when the costs are the same, set the two expressions equal to each other: $75 + 50h = 100 + 45h$.",Solve for $h$. Subtract $45h$ from both sides: $75 + 5h = 100$.,Subtract 75 from both sides: $5h = 25$. Divide by 5: $h = 5$. The cost is the same for 5 hours of work.
Math,Algebra,Linear equations in one variable,Medium,"A tank holds 500 gallons of water. A pipe fills the tank at a rate of 15 gallons per minute, while a drain empties the tank at a rate of 5 gallons per minute. If the tank is empty, how many minutes will it take to fill it completely?",25,33.3,50,75,C,,"First, determine the net rate at which the tank is being filled.",Water enters at 15 gallons per minute and leaves at 5 gallons per minute.,The net fill rate is the rate in minus the rate out: $15 - 5 = 10$ gallons per minute.,Let $t$ be the time in minutes. The total amount of water in the tank at time $t$ is given by $V = 10t$ (since it starts empty).,"We want to find the time $t$ when the tank is full, meaning the volume $V$ is 500 gallons.",Set up the equation $10t = 500$. Divide both sides by 10 to solve for $t$: $t = \frac{500}{10} = 50$. It will take 50 minutes.
Math,Algebra,Linear equations in one variable,Medium,"If $x=\frac{1}{2}$ is a solution to the equation $k(x+3) = 14$, what is the value of the constant $k$?",2,3.5,4,7,C,,We are given the equation $k(x+3) = 14$ and told that $x=\frac{1}{2}$ is the solution.,"To find the value of the constant $k$, we substitute the given value of $x$ into the equation.",The equation becomes: $k(\frac{1}{2} + 3) = 14$.,Simplify the expression inside the parentheses: $\frac{1}{2} + 3 = \frac{1}{2} + \frac{6}{2} = \frac{7}{2}$. You can also use decimals: $0.5 + 3 = 3.5$.,The equation is now $k(\frac{7}{2}) = 14$ or $3.5k=14$.,"To solve for $k$, divide both sides by $\frac{7}{2}$ (or 3.5). Dividing by a fraction is the same as multiplying by its reciprocal: $k = 14 \times \frac{2}{7} = \frac{28}{7} = 4$."
Math,Algebra,Linear equations in one variable,Medium,"A cell phone plan costs $\$15 per month for unlimited talk and text, plus $\$5 per gigabyte of data used. If the total bill for one month was $\$42.50$, how many gigabytes of data were used?",,,,,"5.5, 11/2","5.5, 11/2",Let $d$ be the number of gigabytes of data used.,The total cost consists of a fixed monthly fee ($\$15$) and a variable fee based on data usage ($\$5$ per gigabyte).,The total cost can be represented by the equation: Total Cost = Monthly Fee + (Cost per GB $\times$ Number of GB).,"Substituting the given values, we get the equation $42.50 = 15 + 5d$.","To solve for $d$, first subtract the fixed fee of $\$15$ from both sides: $42.50 - 15 = 5d$, which simplifies to $27.50 = 5d$.",Divide both sides by 5: $d = \frac{27.50}{5} = 5.5$. The customer used 5.5 gigabytes of data.
Math,Algebra,Linear equations in one variable,Medium,"If $3y - 5 = 7$, what is the value of $6y-1$?",4,12,23,24,C,,We need to find the value of the expression $6y-1$. We are given the equation $3y - 5 = 7$.,"Method 1: Solve for $y$. First, add 5 to both sides of the equation: $3y = 12$.",Divide by 3 to find $y$: $y = 4$.,Now substitute $y=4$ into the expression $6y-1$: $6(4) - 1 = 24 - 1 = 23$.,"Method 2: Find a relationship between the given equation and the expression. The expression to evaluate has a `6y` term, which is twice the `3y` term in the equation.","From the equation $3y-5=7$, we can find the value of $3y$ by adding 5 to both sides, which gives $3y=12$. Since we need $6y$, we can multiply this by 2 to get $6y=24$. Now substitute this into the expression $6y-1$ to get $24-1=23$."
Math,Algebra,Linear equations in one variable,Medium,What value of $n$ is the solution to the equation $1 - \frac{n-2}{4} = 3$?,-10,-6,6,10,B,,The given equation is $1 - \frac{n-2}{4} = 3$.,"First, isolate the fraction term. Subtract 1 from both sides: $-\frac{n-2}{4} = 3 - 1$, which simplifies to $-\frac{n-2}{4} = 2$.",Multiply both sides by -4 to eliminate the denominator and the negative sign: $(-4)(-\frac{n-2}{4}) = (2)(-4)$.,This simplifies to $n-2 = -8$.,"To solve for $n$, add 2 to both sides: $n = -8 + 2$.",The final result is $n = -6$.
Math,Algebra,Linear equations in one variable,Hard,"In the equation $\rac{1}{3}(ax - 5) = 2x + b$, $a$ and $b$ are constants. If the equation has no solution and $b > 0$, what is the value of $a$?",,,,,6,6,The given equation is $\rac{1}{3}(ax - 5) = 2x + b$.,"First, distribute the $\rac{1}{3}$ on the left side of the equation: $\rac{a}{3}x - \rac{5}{3} = 2x + b$.","A linear equation has no solution if the coefficients of the variable term ($x$) on both sides are equal, but the constant terms are not equal.",Set the coefficients of $x$ equal to each other: $\rac{a}{3} = 2$.,Solve for $a$ by multiplying both sides by 3: $a = 2 \	imes 3 = 6$.,"The condition for the constant terms is $-\rac{5}{3} \neq b$. The problem states that $b > 0$, which satisfies this condition. Therefore, the value of $a$ must be 6."
Math,Algebra,Linear equations in one variable,Hard,"The equation $7(x + c) - 2 = 3(2x - 1) + x - 1$ has infinitely many solutions. If $c$ is a constant, what is the value of $c$?",,,,,-2/7,"-2/7, -.2857, -.2858",The given equation is $7(x + c) - 2 = 3(2x - 1) + x - 1$.,"First, simplify both sides of the equation by distributing and combining like terms. Left side: $7x + 7c - 2$. Right side: $6x - 3 + x - 1$.",Combine like terms on the right side: $(6x + x) + (-3 - 1)$ gives $7x - 4$.,Now the equation is $7x + 7c - 2 = 7x - 4$.,"An equation has infinitely many solutions if the expressions on both sides are identical. This means the coefficients of $x$ must be equal (which they are, $7=7$) and the constant terms must be equal.",Set the constant terms equal to each other and solve for $c$: $7c - 2 = -4$. Add 2 to both sides: $7c = -2$. Divide by 7: $c = -\rac{2}{7}$.
Math,Algebra,Linear equations in one variable,Hard,"A salesperson earns a base salary of $500 per week plus a commission. The commission is 5% on the first $10,000 of sales and 8% on any sales above $10,000. In a week where the salesperson's total sales, $s$, exceeded $10,000, their total earnings were $1,540. Which equation represents this situation?",$500 + 0.05(10000) + 0.08(s - 10000) = 1540$,$500 + 0.05s + 0.08(s - 10000) = 1540$,$500 + 0.08s = 1540$,$500 + 0.05(s) = 1540$,A,,"The total earnings are the sum of the base salary and the total commission. The problem states the total earnings are $1,540 and the base salary is $500.",The commission structure is tiered. We need to calculate the commission from each tier.,"The commission on the first $10,000 of sales is 5%. This amount is calculated as $0.05 \	imes 10000$.","The problem states that total sales, $s$, exceeded $10,000. The amount of sales *above* $10,000 is given by the expression $(s - 10000)$.","The commission on the sales amount above $10,000 is 8%. This amount is calculated as $0.08 \	imes (s - 10000)$.","Combining all parts, the equation for total earnings is: Base Salary + Commission on first $10k + Commission above $10k = Total Earnings. This gives: $500 + 0.05(10000) + 0.08(s - 10000) = 1540$."
Math,Algebra,Linear equations in one variable,Hard,"If $\rac{3}{4}(y - 5) + 1 = \rac{1}{4}(y - 5) + 9$, what is the value of $y - 5$?",,,,,16,16,"The equation contains the expression $(y - 5)$ on both sides. To simplify the process, we can treat $(y - 5)$ as a single variable. Let's call it $Z$. So, $Z = y - 5$.",Substitute $Z$ into the equation: $\rac{3}{4}Z + 1 = \rac{1}{4}Z + 9$.,"To solve for $Z$, first gather the $Z$ terms on one side. Subtract $\rac{1}{4}Z$ from both sides: $\rac{3}{4}Z - \rac{1}{4}Z + 1 = 9$.","Combine the $Z$ terms: $\rac{2}{4}Z + 1 = 9$, which simplifies to $\rac{1}{2}Z + 1 = 9$.",Isolate the $Z$ term by subtracting 1 from both sides: $\rac{1}{2}Z = 8$.,"Solve for $Z$ by multiplying both sides by 2: $Z = 16$. Since we defined $Z = y - 5$, the value of $y - 5$ is 16."
Math,Algebra,Linear equations in one variable,Hard,For what values of the constant $c$ does the equation $2(3x - c) = 6x + 8$ have no solutions?,$c = -4$,$c = 4$,All real numbers,All real numbers except $c = -4$,D,,"First, distribute the 2 on the left side of the equation: $6x - 2c = 6x + 8$.",A linear equation of the form $ax + b = cx + d$ has no solutions if the coefficients of the variable are equal ($a=c$) but the constant terms are not equal ($b \neq d$).,"In this equation, the coefficient of $x$ on the left side is 6, and on the right side is 6. Since the coefficients are already equal, the equation will have no solution if the constant terms are not equal.",Set the constant terms as unequal: $-2c \neq 8$.,"Solve the inequality for $c$ by dividing both sides by -2: $c \neq \rac{8}{-2}$, which simplifies to $c \neq -4$.","This means the equation has no solution for any real number value of $c$ as long as it is not -4. If $c$ were -4, the equation would be $6x+8=6x+8$, which has infinitely many solutions."
Math,Algebra,Linear equations in one variable,Hard,A chemist needs to create a 10-liter solution that is 25% acid. She has two stock solutions available: Solution A is 10% acid and Solution B is 30% acid. How many liters of Solution B must she use?,,,,,7.5,"7.5, 15/2","Let $b$ be the number of liters of Solution B used. Since the total volume is 10 liters, the number of liters of Solution A used will be $(10 - b)$.",The goal is to have a 10-liter solution that is 25% acid. The total amount of pure acid in the final mixture will be $0.25 \	imes 10 = 2.5$ liters.,The amount of acid contributed by Solution A is its volume multiplied by its concentration: $(10 - b) \	imes 0.10$.,The amount of acid contributed by Solution B is its volume multiplied by its concentration: $b \	imes 0.30$.,The sum of the acid from both solutions must equal the total acid in the final mixture. Set up the equation: $0.10(10 - b) + 0.30b = 2.5$.,Solve the equation for $b$: $1 - 0.10b + 0.30b = 2.5$. Combine the $b$ terms: $1 + 0.20b = 2.5$. Subtract 1 from both sides: $0.20b = 1.5$. Divide by 0.20: $b = \rac{1.5}{0.20} = 7.5$. The chemist must use 7.5 liters of Solution B.
Math,Algebra,Linear equations in one variable,Hard,"$x(x+a) + b = x^2 + 5x - 9$. In the given equation, $a$ and $b$ are constants. If the equation has no solution, which of the following must be true? <br> I. $a = 5$ <br> II. $b \neq -9$ <br> III. $b=5$",I only,III only,I and II only,"I, II, and III",C,,"First, expand the left side of the equation: $x^2 + ax + b = x^2 + 5x - 9$.","Since there is an $x^2$ term on both sides of the equation, we can subtract $x^2$ from both sides. This simplifies the equation to a linear one: $ax + b = 5x - 9$.","A linear equation has no solution if the coefficients of the variable terms are equal, but the constant terms are different.","For the variable coefficients to be equal, we must have $a = 5$. Therefore, statement I must be true.","For the constant terms to be different, we must have $b \neq -9$. Therefore, statement II must be true.","Statement III suggests that $b=5$. This is not required. $b$ can be any real number except -9 for the equation to have no solution. Thus, statement III does not have to be true. The correct choice includes only I and II."
Math,Algebra,Linear equations in one variable,Hard,"Machine A can produce 100 widgets in 40 minutes. Machine B can produce 100 widgets in 60 minutes. If both machines start at the same time, how many minutes, $t$, will it take them to produce a total of 100 widgets working together?",,,,,24,24,"This is a work-rate problem. First, determine the production rate of each machine in widgets per minute.",Rate of Machine A = $\rac{\text{widgets}}{\text{time}} = \rac{100}{40} = 2.5$ widgets per minute.,Rate of Machine B = $\rac{\text{widgets}}{\text{time}} = \rac{100}{60} = \rac{5}{3}$ widgets per minute.,"When working together, their rates add up. The combined rate is the sum of their individual rates: Combined Rate = $2.5 + \rac{5}{3}$. To add these, use a common denominator: $\rac{5}{2} + \rac{5}{3} = \rac{15}{6} + \rac{10}{6} = \rac{25}{6}$ widgets per minute.","The total work done is equal to the combined rate multiplied by the time, $t$. We want to produce 100 widgets. So, $(\text{Combined Rate}) \	imes t = 100$.","Set up and solve the equation: $\rac{25}{6} t = 100$. To solve for $t$, multiply both sides by the reciprocal of $\rac{25}{6}$, which is $\rac{6}{25}$: $t = 100 \	imes \rac{6}{25} = 4 \	imes 6 = 24$. It will take 24 minutes."
Math,Algebra,Linear equations in one variable,Hard,What value of $z$ is the solution to the equation $\rac{z-4}{2} - \rac{z-3}{3} = \rac{z-2}{4}$?,,,,,-6,-6,"The equation involves fractions. To eliminate them, find the least common multiple (LCM) of the denominators (2, 3, and 4). The LCM is 12.",Multiply every term in the equation by 12: $12(\rac{z-4}{2}) - 12(\rac{z-3}{3}) = 12(\rac{z-2}{4})$.,Simplify each term by dividing the LCM by the denominator and multiplying by the numerator: $6(z-4) - 4(z-3) = 3(z-2)$.,Distribute the constants into the parentheses. Be careful with the negative sign on the second term: $6z - 24 - 4z + 12 = 3z - 6$.,"Combine like terms on the left side: $(6z - 4z) + (-24 + 12) = 3z - 6$, which simplifies to $2z - 12 = 3z - 6$.",Isolate the variable $z$. Subtract $2z$ from both sides: $-12 = z - 6$. Add 6 to both sides: $-6 = z$. The solution is $z = -6$.
Math,Algebra,Linear equations in one variable,Hard,"The equation $p(x - 2) + q = 3x - 6$ is an identity, meaning it is true for all values of $x$. If $p$ and $q$ are constants, what is the value of $q$?",,,,,0,0,An equation that is an identity (true for all values of $x$) must have identical expressions on both sides after simplification. This is equivalent to having infinitely many solutions.,"First, distribute the constant $p$ on the left side of the equation: $px - 2p + q = 3x - 6$.","For the two sides to be identical, the coefficients of the $x$ terms must be equal, and the constant terms must be equal.",Equate the coefficients of the $x$ terms: $p = 3$.,Equate the constant terms: $-2p + q = -6$.,Now we have a value for $p$. Substitute $p=3$ into the equation for the constant terms to find $q$: $-2(3) + q = -6$. This becomes $-6 + q = -6$. Adding 6 to both sides gives $q = 0$.
Math,Algebra,Linear equations in one variable,Hard,"The equation $(x+2)^2 - x^2 = ax + b$ is an identity, meaning it is true for all values of $x$. If $a$ and $b$ are constants, what is the value of $a-b$?",,,,,0,0,"The given equation is $(x+2)^2 - x^2 = ax + b$. For the equation to be an identity, the expressions on both sides must be equivalent after simplification.","First, expand the $(x+2)^2$ term on the left side: $(x+2)^2 = x^2 + 4x + 4$.",Substitute this expanded form back into the equation: $(x^2 + 4x + 4) - x^2 = ax + b$.,Simplify the left side by combining like terms: $x^2 - x^2 + 4x + 4 = 4x + 4$.,"The equation is now $4x + 4 = ax + b$. For this to be an identity, the coefficients of the $x$ terms must be equal and the constant terms must be equal. Thus, $a=4$ and $b=4$.","The question asks for the value of $a-b$. Using the values found, $a-b = 4 - 4 = 0$."
Math,Algebra,Linear equations in one variable,Hard,"In the equation $\rac{k}{3}x - 5 = 2(x + c)$, the constants $k$ and $c$ are such that the equation has no solution and $c < -3$. What is the value of $k$?",,,,,6,6,The given equation is $\rac{k}{3}x - 5 = 2(x + c)$.,"First, distribute the 2 on the right side of the equation: $\rac{k}{3}x - 5 = 2x + 2c$.","A linear equation has no solution if the coefficients of the variable term ($x$) are equal, but the constant terms are not equal.","To make the coefficients of $x$ equal, we set $\rac{k}{3} = 2$.",Solve for $k$ by multiplying both sides by 3: $k = 2 \	imes 3 = 6$.,"The condition for the constant terms is $-5 \neq 2c$, which means $c \neq -\rac{5}{2}$ or $c \neq -2.5$. The problem states that $c < -3$, which automatically satisfies the condition $c \neq -2.5$. Therefore, the value of $k$ must be 6."
Math,Algebra,Linear equations in one variable,Hard,"An investor divides $20,000 into two different investments. Investment X earns 4% annual simple interest, and Investment Y earns 6% annual simple interest. After one year, the total interest from both investments is $1,060. How much more money was invested in Investment Y than in Investment X?",,,,,6000,6000,"Let $x$ be the amount of money in Investment X. Since the total investment is $20,000, the amount of money in Investment Y is $20,000 - x$.","The interest earned from Investment X is 4% of $x$, which is $0.04x$. The interest earned from Investment Y is 6% of $(20,000 - x)$, which is $0.06(20,000 - x)$.","The total interest is the sum of the interest from both investments, which is given as $1,060. So, we set up the equation: $0.04x + 0.06(20,000 - x) = 1,060$.","Solve the equation for $x$: $0.04x + 1,200 - 0.06x = 1,060$. Combine the $x$ terms: $-0.02x + 1,200 = 1,060$. Subtract 1,200 from both sides: $-0.02x = -140$. Divide by -0.02: $x = 7,000$.","So, $7,000 was invested in Investment X. The amount in Investment Y is $20,000 - 7,000 = 13,000$.","The question asks how much more money was invested in Y than in X. The difference is $13,000 - 7,000 = 6,000$."
Math,Algebra,Linear equations in one variable,Hard,"If $\rac{5(3k-7) + 1}{2} = 3(3k-7) - 9$, what is the value of the expression $3k-7$?",,,,,19,19,"The equation contains the expression $(3k-7)$ on both sides. To simplify the problem, substitute a single variable for this expression. Let $Z = 3k-7$.",Rewrite the equation using $Z$: $\rac{5Z + 1}{2} = 3Z - 9$.,"To eliminate the fraction, multiply both sides of the equation by 2: $5Z + 1 = 2(3Z - 9)$.",Distribute the 2 on the right side: $5Z + 1 = 6Z - 18$.,Solve for $Z$. Subtract $5Z$ from both sides: $1 = Z - 18$.,"Add 18 to both sides to isolate $Z$: $19 = Z$. Since $Z = 3k-7$, the value of the expression $3k-7$ is 19."
Math,Algebra,Linear equations in one variable,Hard,"The value of a collectible item increased by 20% in its first year. In its second year, its value decreased by 10% from its value at the end of the first year. If the final value after two years was $270, which of the following equations represents the original price, $P$?",$P(1.2)(0.9) = 270$,$P(1.2 - 0.1) = 270$,$P(1 + 0.20 - 0.10) = 270$,$P(0.2)(0.9) = 270$,A,,Let $P$ be the original price of the item.,"In the first year, the value increased by 20%. To calculate this new value, we multiply the original price by $(1 + 0.20)$, or $1.2$. The value after one year is $1.2P$.","In the second year, the value decreased by 10% from its value at the end of the first year. This means it retained 90% of its value from the previous year. To calculate this, we multiply the first year's value ($1.2P$) by $(1 - 0.10)$, or $0.9$.",The final value is the result of these two consecutive changes: $(1.2P) \	imes 0.9$. This can be rewritten as $P(1.2)(0.9)$.,"The problem states that the final value was $270. Therefore, the equation representing this situation is $P(1.2)(0.9) = 270$.",
Math,Algebra,Linear equations in one variable,Hard,"The equation $\rac{a}{2}x - 7 = 3(x + b)$ has no solution. If $a$ and $b$ are constants, which of the following MUST be true? <br> I. $a = 6$ <br> II. $b \neq -\rac{7}{3}$ <br> III. $3b = 7$",I only,II only,I and II only,I and III only,C,,"First, simplify the given equation by distributing the 3 on the right side: $\rac{a}{2}x - 7 = 3x + 3b$.","For a linear equation to have no solution, two conditions must be met: the coefficients of the variable ($x$) on both sides must be equal, and the constant terms on both sides must not be equal.","Set the coefficients of $x$ equal to each other: $\rac{a}{2} = 3$. Solving for $a$ gives $a = 6$. Therefore, statement I must be true.","Set the constant terms as unequal: $-7 \neq 3b$. Dividing by 3 gives $b \neq -\rac{7}{3}$. Therefore, statement II must be true.","Examine statement III: $3b = 7$. This would mean $b = \rac{7}{3}$. This is a specific value for $b$ that satisfies the inequality $b \neq -\rac{7}{3}$, but it is not a required condition. For example, $b=1$ would also result in no solution. Thus, statement III does not have to be true.","Since statements I and II must be true for the equation to have no solution, the correct option is the one that includes I and II only."
Math,Algebra,Linear equations in one variable,Hard,"The perimeter of a rectangle is 92 inches. The length of the rectangle is 4 inches less than three times its width. What is the area of the rectangle, in square inches?",,,,,418.75,"418.75, 1675/4","Let $w$ be the width of the rectangle in inches. The problem states that the length, $L$, is 4 inches less than three times the width. So, $L = 3w - 4$.",The formula for the perimeter of a rectangle is $P = 2(L + w)$. We are given that the perimeter is 92 inches.,Set up the equation for the perimeter by substituting the expression for $L$: $92 = 2((3w - 4) + w)$.,"Solve the equation for $w$. First, simplify inside the parentheses: $92 = 2(4w - 4)$. Divide both sides by 2: $46 = 4w - 4$. Add 4 to both sides: $50 = 4w$. Divide by 4: $w = 12.5$ inches.",Now find the length using the value of $w$: $L = 3(12.5) - 4 = 37.5 - 4 = 33.5$ inches.,The area of the rectangle is $A = L \	imes w$. Calculate the area: $A = 33.5 \	imes 12.5 = 418.75$ square inches.
Math,Algebra,Linear equations in one variable,Hard,How many solutions does the equation $3(x - 2(x+1)) = -3x - 6$ have?,Zero,Exactly one,Exactly two,Infinitely many,D,,"The given equation is $3(x - 2(x+1)) = -3x - 6$. To determine the number of solutions, we must simplify the left side of the equation.",Start by simplifying the innermost part of the expression on the left side. Distribute the -2: $x - 2(x+1) = x - 2x - 2$.,Combine the terms inside the parentheses: $x - 2x - 2 = -x - 2$.,Now substitute this back into the original equation: $3(-x - 2) = -3x - 6$.,Distribute the 3 on the left side: $3(-x) + 3(-2) = -3x - 6$. This simplifies to $-3x - 6 = -3x - 6$.,"Since the expression on the left side is identical to the expression on the right side, the equation is an identity. This means it is true for any real number value of $x$. Therefore, the equation has infinitely many solutions."
Math,Algebra,Linear equations in one variable,Hard,What value of $x$ is the solution to the equation $\rac{2x-1}{3} + \rac{x+5}{2} = \rac{4x-1}{3}$?,,,,,15,15,"The equation contains fractions. The first step is to eliminate the denominators by multiplying every term by the least common multiple (LCM) of the denominators (3, 2, and 3). The LCM is 6.",Multiply the entire equation by 6: $6 ( \rac{2x-1}{3} ) + 6 ( \rac{x+5}{2} ) = 6 ( \rac{4x-1}{3} )$.,Simplify each term: $2(2x-1) + 3(x+5) = 2(4x-1)$.,Distribute the constants on both sides of the equation: $(4x - 2) + (3x + 15) = 8x - 2$.,"Combine like terms on the left side: $(4x+3x) + (-2+15) = 8x - 2$, which simplifies to $7x + 13 = 8x - 2$.",Solve for $x$. Subtract $7x$ from both sides: $13 = x - 2$. Add 2 to both sides: $15 = x$. The solution is $x=15$.
Math,Algebra,Linear equations in one variable,Hard,"Two printers, A and B, are used to print a large batch of documents. Printer A, working alone, can complete the job in 6 hours. Printer B, working alone, can complete the same job in 10 hours. Printer A works alone for 2 hours, and then both printers work together to finish the job. What is the total time, in hours, it took to complete the entire job?",,,,,4.5,"4.5, 9/2","First, determine the work rate of each printer. The rate is the fraction of the job completed per hour. Rate of Printer A = $\rac{1 \text{ job}}{6 \text{ hours}} = \rac{1}{6}$ job/hour. Rate of Printer B = $\rac{1 \text{ job}}{10 \text{ hours}} = \rac{1}{10}$ job/hour.",Printer A works alone for 2 hours. The amount of work done is its rate multiplied by time: Work_A = $\rac{1}{6} \	imes 2 = \rac{2}{6} = \rac{1}{3}$ of the job.,The remaining portion of the job is $1 - \rac{1}{3} = \rac{2}{3}$ of the job.,"When both printers work together, their rates add up. Combined rate = Rate_A + Rate_B = $\rac{1}{6} + \rac{1}{10}$. The common denominator is 30: $\rac{5}{30} + \rac{3}{30} = \rac{8}{30} = \rac{4}{15}$ job/hour.","Let $t$ be the time they work together to finish the remaining work. The equation is (Combined Rate) $\	imes t$ = Remaining Work. So, $\rac{4}{15} t = \rac{2}{3}$. Solve for $t$: $t = \rac{2}{3} \	imes \rac{15}{4} = \rac{30}{12} = \rac{5}{2} = 2.5$ hours.",The total time is the sum of the time Printer A worked alone and the time they worked together: Total Time = $2 \text{ hours} + 2.5 \text{ hours} = 4.5$ hours.
Math,Algebra,Linear equations in one variable,Hard,"The equation $\rac{2}{5}(mx - 3) = \rac{4}{3}x + p$ has no solution. If $m$ and $p$ are constants and $p \neq -\rac{6}{5}$, what is the value of $m$?",,,,,10/3,"10/3, 3.333, 3.334","First, distribute the term on the left side of the equation: $\rac{2m}{5}x - \rac{6}{5} = \rac{4}{3}x + p$.","A linear equation has no solution if the coefficients of the variable ($x$) on both sides are equal, but the constant terms are not equal.",Set the coefficients of the $x$ terms equal to each other to find the condition on $m$: $\rac{2m}{5} = \rac{4}{3}$.,"To solve for $m$, first multiply both sides by 5: $2m = \rac{4}{3} \	imes 5 = \rac{20}{3}$.","Next, divide both sides by 2: $m = \rac{20}{3} \div 2 = \rac{20}{6} = \rac{10}{3}$.","The condition for the constant terms is $-\rac{6}{5} \neq p$. This is given in the problem statement, so the value of $m$ must be $\rac{10}{3}$."
Math,Algebra,Linear equations in one variable,Hard,"The equation $(x-a)^2 - (x^2 + 4) = b - 8x$ is an identity, meaning it is true for all values of $x$. If $a$ and $b$ are constants, what is the value of $a+b$?",,,,,16,16,"For the equation to be an identity, the expressions on both sides must be equivalent. First, expand the term $(x-a)^2$ on the left side: $(x-a)^2 = x^2 - 2ax + a^2$.",Substitute this back into the original equation: $(x^2 - 2ax + a^2) - (x^2 + 4) = b - 8x$.,Simplify the left side by distributing the negative sign and combining like terms: $x^2 - 2ax + a^2 - x^2 - 4 = -2ax + a^2 - 4$.,"The simplified equation is $-2ax + (a^2 - 4) = -8x + b$. For this to be an identity, the coefficients of the $x$ terms must be equal, and the constant terms must be equal.","Equate the coefficients of $x$: $-2a = -8$, which gives $a=4$. Equate the constant terms: $a^2 - 4 = b$.","Substitute the value of $a$ into the equation for the constants: $(4)^2 - 4 = b$, which gives $16 - 4 = b$, so $b=12$. The question asks for $a+b$, which is $4+12 = 16$."
