test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,explanation_latex
Math,Algebra,Linear equations in two variables,Easy,"The equation [Math: y =, 0 . 1 x] models the relationship between the number of different pieces of music a certain pianist practices, y, during an x-minute practice session. How many pieces did the pianist practice if the session lasted 30 minutes?",1,3,10,30,B,,"Choice B is correct. It’s given that the equation [Math: y =, 0 . 1 x] models the relationship between the number of different pieces of music a certain pianist practices, y, and the number of minutes in a practice session, x. Since it’s given that the session lasted 30 minutes, the number of pieces the pianist practiced can be found by substituting 30 for x in the given equation, which yields [Math: y =, 0 . 1 times 30], or [Math: y = 3].Choices A and C are incorrect and may result from misinterpreting the values in the equation. Choice D is incorrect. This is the given value of x, not the value of y."
Math,Algebra,Linear equations in one variable,Easy,"If $4 x - 28 = - 24$, what is the value of $x - 7$?",$- 24$,$- 22$,$- 6$,$- 1$,C,,"Choice C is correct. Dividing all terms in the given equation by $4$ yields $\frac{4 x}{4} - \frac{28}{4} = - \frac{24}{4}$, or $x - 7 = - 6$. Therefore, the value of $x - 7$ is $- 6$. Choice A is incorrect. This is the value of $4 x - 28$, not $x - 7$. Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Algebra,Systems of two linear equations in two variables,Medium,"$4 x = 20$ $- 3 x + y = - 7$ The solution to the given system of equations is $\left(x , y\right)$. What is the value of $x + y$?",$- 27$,$- 13$,$13$,$27$,C,,"Choice C is correct. It's given that $4 x = 20$ and $- 3 x + y = - 7$ is a system of equations with a solution $\left(x , y\right)$. Adding the second equation in the given system to the first equation yields $4 x + \left(\right. - 3 x + y \left.\right) = 20 + \left(- 7\right)$, which is equivalent to $x + y = 13$. Thus, the value of $x + y$ is $13$. Choice A is incorrect. This represents the value of $- 2 \left(x + y\right) - 1$. Choice B is incorrect. This represents the value of $- \left(x + y\right)$. Choice D is incorrect. This represents the value of $2 \left(x + y\right) + 1$."
Math,Algebra,Linear equations in two variables,Medium,"In the xy-plane, line $t$ passes through the points $\left(0 , 9\right)$ and $\left(1 , 17\right)$. Which equation defines line $t$?",$y = \frac{1}{8} x + 9$,$y = x + \frac{1}{8}$,$y = x + 8$,$y = 8 x + 9$,D,,"Choice D is correct. An equation defining a line in the xy-plane can be written in the form $y = m x + b$, where $m$ represents the slope and $\left(0 , b\right)$ represents the y-intercept of the line. It’s given that line $t$ passes through the point $\left(0 , 9\right)$; therefore, $b = 9$. The slope, $m$, of a line can be found using any two points on the line, $\left(x_{1} , y_{1}\right)$ and $\left(x_{2} , y_{2}\right)$, and the slope formula $m = \frac{y_{2} - y_{1}}{x_{2} - x_{1}}$. Substituting $\left(0 , 9\right)$ and $\left(1 , 17\right)$ for $\left(x_{1} , y_{1}\right)$ and $\left(x_{2} , y_{2}\right)$, respectively, in the slope formula yields $m = \frac{17 - 9}{1 - 0}$, or $m = 8$. Substituting $8$ for $m$ and $9$ for $b$ in the equation $y = m x + b$ yields $y = 8 x + 9$. Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors."
Math,Algebra,Systems of two linear equations in two variables,Hard,$- 12 x + 14 y = 36$ $- 6 x + 7 y = - 18$ How many solutions does the given system of equations have?,Exactly one,Exactly two,Infinitely many,Zero,D,,"Choice D is correct. A system of two linear equations in two variables, $x$ and $y$, has zero solutions if the lines representing the equations in the xy-plane are distinct and parallel. Two lines are distinct and parallel if they have the same slope but different y-intercepts. Each equation in the given system can be written in slope-intercept form $y = m x + b$, where $m$ is the slope of the line representing the equation in the xy-plane and $\left(0 , b\right)$ is the y-intercept. Adding $12 x$ to both sides of the first equation in the given system of equations, $- 12 x + 14 y = 36$, yields $14 y = 12 x + 36$. Dividing both sides of this equation by $14$ yields $y = \frac{6}{7} x + \frac{18}{7}$. It follows that the first equation in the given system of equations has a slope of $\frac{6}{7}$ and a y-intercept of $\left(0 , \frac{18}{7}\right)$. Adding $6 x$ to both sides of the second equation in the given system of equations, $- 6 x + 7 y = - 18$, yields $7 y = 6 x - 18$. Dividing both sides of this equation by $7$ yields $y = \frac{6}{7} x - \frac{18}{7}$. It follows that the second equation in the given system of equations has a slope of $\frac{6}{7}$ and a y-intercept of $\left(0 , - \frac{18}{7}\right)$. Since the slopes of these lines are the same and the y-intercepts are different, it follows that the given system of equations has zero solutions. Alternate approach: To solve the system by elimination, multiplying the second equation in the given system of equations, $- 6 x + 7 y = - 18$, by $- 2$ yields $12 x - 14 y = 36$. Adding this equation to the first equation in the given system of equations, $- 12 x + 14 y = 36$, yields $\left(\right. - 12 x + 12 x \left.\right) + \left(\right. - 14 y + 14 y \left.\right) = 36 + 36$, or $0 = 72$. Since this equation isn't true, the given system of equations has zero solutions. Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors."
Math,Algebra,Systems of two linear equations in two variables,Medium,"$y - 9 x = 13$ $5 x = 2 y$ What is the solution $\left(x , y\right)$ to the given system of equations?","$( \frac{5}{2} , 1 )$","$( 1 , \frac{2}{5} )$","$( - 2 , - 5 )$","$( - 5 , - 2 )$",C,,"Choice C is correct. Adding $9 x$ to both sides of the first equation in the given system yields $y = 9 x + 13$. Substituting the expression $9 x + 13$ for $y$ in the second equation in the given system yields $5 x = 2 \left(9 x + 13\right)$. Distributing the $2$ on the right-hand side of this equation yields $5 x = 18 x + 26$. Subtracting $18 x$ from both sides of this equation yields $- 13 x = 26$. Dividing both sides of this equation by $- 13$ yields $x = - 2$. Substituting $- 2$ for $x$ in the equation $y = 9 x + 13$ yields $y = 9 \left(- 2\right) + 13$, or $y = - 5$. Therefore, the solution $\left(x , y\right)$ to the given system of equations is $\left(- 2 , - 5\right)$. Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from conceptual or calculation errors. Choice D is incorrect. This is the solution $\left(y , x\right)$, not $\left(x , y\right)$, to the given system of equations."
Math,Algebra,Linear inequalities in one or two variables,Hard,"A business owner plans to purchase the same model of chair for each of the $81$ employees. The total budget to spend on these chairs is $\$ 14,000$, which includes a $7 \%$ sales tax. Which of the following is closest to the maximum possible price per chair, before sales tax, the business owner could pay based on this budget?",$\$ 148.15$,$\$ 161.53$,$\$ 172.84$,$\$ 184.94$,B,,"Choice B is correct. It’s given that a business owner plans to purchase $81$ chairs. If $p$ is the price per chair, the total price of purchasing $81$ chairs is $81 p$. It’s also given that $7 \%$ sales tax is included, which is equivalent to $81 p$ multiplied by $1.07$, or $81 \left(\right. 1.07 \left.\right) p$. Since the total budget is $\$ 14,000$, the inequality representing the situation is given by $81 \left(\right. 1.07 \left.\right) p \leq 14,000$. Dividing both sides of this inequality by $81 \left(\right. 1.07 \left.\right)$ and rounding the result to two decimal places gives $p \leq 161.53$. To not exceed the budget, the maximum possible price per chair is $\$ 161.53$. Choice A is incorrect and may result from conceptual or calculation errors. Choice C is incorrect. This is the maximum possible price per chair including sales tax, not the maximum possible price per chair before sales tax. Choice D is incorrect. This is the maximum possible price if the sales tax is added to the total budget, not the maximum possible price per chair before sales tax."
Math,Algebra,Linear equations in two variables,Medium,Line $k$ is defined by $y = \frac{1}{4} x + 1$. Line $j$ is parallel to line $k$ in the xy-plane. What is the slope of $j$?,,,,,".25, 1/4",".25, 1/4","The correct answer is $\frac{1}{4}$. It's given that line $k$ is defined by $y = \frac{1}{4} x + 1$. It's also given that line $j$ is parallel to line $k$ in the xy-plane. A line in the xy-plane represented by an equation in slope-intercept form $y = m x + b$ has a slope of $m$ and a y-intercept of $\left(0 , b\right)$. Therefore, the slope of line $k$ is $\frac{1}{4}$. Since parallel lines have equal slopes, the slope of line $j$ is $\frac{1}{4}$. Note that 1/4 and .25 are examples of ways to enter a correct answer."
Math,Algebra,Systems of two linear equations in two variables,Easy,"Hiro and Sofia purchased shirts and pants from a store. The price of each shirt purchased was the same and the price of each pair of pants purchased was the same. Hiro purchased 4 shirts and 2 pairs of pants for $86, and Sofia purchased 3 shirts and 5 pairs of pants for $166. Which of the following systems of linear equations represents the situation, if x represents the price, in dollars, of each shirt and y represents the price, in dollars, of each pair of pants?","[Math: 4 x + 2 y, = 86, and , 3 x + 5 y, = 166]","[Math: 4 x + 3 y, = 86, and , 2 x + 5 y, = 166]","[Math: 4 x + 2 y, = 166, and , 3 x + 5 y, = 86]","[Math: 4 x + 3 y, = 166, and , 2 x + 5 y, = 86]",A,,"Choice A is correct. Hiro purchased 4 shirts and each shirt cost x dollars, so he spent a total of 4x dollars on shirts. Likewise, Hiro purchased 2 pairs of pants, and each pair of pants cost y dollars, so he spent a total of 2y dollars on pants. Therefore, the total amount that Hiro spent was 4x + 2y. Since Hiro spent $86 in total, this can be modeled by the equation 4x + 2y = 86. Using the same reasoning, Sofia bought 3 shirts at x dollars each and 5 pairs of pants at y dollars each, so she spent a total of 3x + 5y dollars on shirts and pants. Since Sofia spent $166 in total, this can be modeled by the equation 3x + 5y = 166.Choice B is incorrect and may be the result of switching the number of shirts Sofia purchased with the number of pairs of pants Hiro purchased. Choice C is incorrect and may be the result of switching the total price each person paid. Choice D is incorrect and may be the result of switching the total price each person paid as well as switching the number of shirts Sofia purchased with the number of pairs of pants Hiro purchased."
Math,Algebra,Systems of two linear equations in two variables,Hard,"$24 x + y = 48$ $6 x + y = 72$ The solution to the given system of equations is $\left(\right. x , y \left.\right)$. What is the value of $y$?",,,,,80,80,"The correct answer is $80$. Subtracting the second equation in the given system from the first equation yields $\left(24 x + y\right) - \left(6 x + y\right) = 48 - 72$, which is equivalent to $24 x - 6 x + y - y = - 24$, or $18 x = - 24$. Dividing each side of this equation by $3$ yields $6 x = - 8$. Substituting $- 8$ for $6 x$ in the second equation yields $- 8 + y = 72$. Adding $8$ to both sides of this equation yields $y = 80$. Alternate approach: Multiplying each side of the second equation in the given system by $4$ yields $24 x + 4 y = 288$. Subtracting the first equation in the given system from this equation yields $\left(24 x + 4 y\right) - \left(24 x + y\right) = 288 - 48$, which is equivalent to $24 x - 24 x + 4 y - y = 240$, or $3 y = 240$. Dividing each side of this equation by $3$ yields $y = 80$."
